customer_id,children,married,gender,churn,contract,internet_service,phone,multiple_phone,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,paperless_billing,payment_method,tenure,monthly_charge,source
F471471,Yes,Yes,Male,No,One year,None,Yes,Yes,No,No,No,No,Yes,No,Yes,Electronic Check,67.0,137.47,WGU
R121075,Yes,No,Female,No,Month-to-month,Fiber Optic,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,Automatic,62.0,174.99,WGU
C810201,No,No,Female,No,Month-to-month,Fiber Optic,Yes,No,No,No,No,Yes,No,Yes,No,Automatic,60.0,159.95,WGU
B850916,Yes,No,Female,No,Month-to-month,Fiber Optic,Yes,No,No,No,No,No,No,Yes,No,Automatic,68.0,147.44,WGU
I151500,Yes,Yes,Female,No,Month-to-month,DSL,Yes,No,No,No,Yes,No,Yes,No,Yes,Automatic,60.0,129.96,WGU
N556313,Yes,No,Male,No,One year,DSL,Yes,No,No,Yes,No,No,Yes,No,No,Mailed Check,58.0,139.93,WGU
J792483,No,No,Male,No,Two year,Fiber Optic,Yes,No,Yes,No,No,No,No,Yes,Yes,Electronic Check,62.0,149.96,WGU
G238388,Yes,No,Male,No,Month-to-month,Fiber Optic,Yes,No,Yes,No,Yes,No,Yes,No,Yes,Electronic Check,44.0,152.48,WGU
N712814,No,No,Male,No,One year,None,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Automatic,71.0,235.19,WGU
I44165,Yes,No,Female,No,Two year,DSL,Yes,No,No,No,Yes,No,No,Yes,Yes,Automatic,62.0,139.96,WGU
E527910,Yes,No,Male,No,Month-to-month,DSL,Yes,No,Yes,No,Yes,Yes,No,Yes,No,Automatic,67.0,154.99,WGU
T749981,No,No,Female,No,One year,None,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Automatic,63.0,187.66,WGU
W18766,No,No,Male,No,Month-to-month,DSL,Yes,No,No,No,No,Yes,Yes,No,No,Automatic,72.0,129.95,WGU
T880836,Yes,No,Male,No,Month-to-month,DSL,Yes,No,No,Yes,No,No,No,No,Yes,Automatic,69.0,114.95,WGU
S472749,Yes,No,Male,No,One year,None,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,Mailed Check,65.0,165.02,WGU
D768103,Yes,No,Female,No,Month-to-month,None,Yes,No,No,Yes,No,Yes,Yes,No,No,Mailed Check,64.0,139.97,WGU
S583760,No,No,Male,No,One year,DSL,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Automatic,70.0,245.15,WGU
N884662,No,No,Female,Yes,Month-to-month,None,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Electronic Check,57.0,245.16,WGU
D64280,No,No,Female,No,Month-to-month,DSL,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Automatic,50.0,177.49,WGU
Q490945,Yes,Yes,Male,No,Two year,Fiber Optic,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,Electronic Check,62.0,184.96,WGU
U939454,Yes,No,Female,No,Month-to-month,DSL,Yes,Yes,Yes,No,No,Yes,No,No,Yes,Mailed Check,62.0,139.99,WGU
M534902,Yes,No,Male,No,Two year,None,No,No,No,Yes,Yes,No,No,No,No,Automatic,61.0,115.0,WGU
Y525221,Yes,No,Female,No,Month-to-month,Fiber Optic,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Mailed Check,62.0,214.95,WGU
F144031,No,No,Male,No,Two year,Fiber Optic,Yes,No,No,No,Yes,No,No,No,Yes,Electronic Check,57.0,124.98,WGU
P245137,No,No,Male,No,Month-to-month,None,Yes,No,Yes,No,No,No,No,No,No,Mailed Check,70.0,82.5,WGU
Z769036,Yes,No,Female,No,Month-to-month,DSL,Yes,No,No,Yes,Yes,Yes,No,No,Yes,Mailed Check,59.0,139.98,WGU
J383885,Yes,No,Female,No,Month-to-month,None,Yes,Yes,No,No,Yes,No,Yes,No,No,Electronic Check,69.0,149.99,WGU
J218288,Yes,Yes,Male,Yes,Month-to-month,Fiber Optic,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Automatic,48.0,255.14,WGU
P974421,Yes,No,Male,No,Month-to-month,DSL,Yes,No,No,No,No,No,Yes,Yes,Yes,Automatic,71.0,187.61,WGU
D127586,Yes,No,Male,Yes,Month-to-month,Fiber Optic,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Electronic Check,63.0,222.64,WGU
F905282,No,No,Female,No,One year,DSL,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Mailed Check,54.0,202.64,WGU
Z583218,Yes,No,Nonbinary,No,Month-to-month,Fiber Optic,Yes,No,No,Yes,No,No,Yes,No,Yes,Electronic Check,64.0,159.93,WGU
R892929,Yes,No,Male,No,One year,None,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Electronic Check,41.0,185.0,WGU
I164804,Yes,No,Female,No,Two year,None,Yes,No,No,Yes,No,Yes,No,Yes,No,Mailed Check,61.0,149.97,WGU
A458941,Yes,No,Male,No,Month-to-month,None,Yes,Yes,No,No,Yes,No,Yes,No,No,Automatic,54.0,149.99,WGU
O86238,Yes,No,Female,No,One year,None,No,No,No,No,No,Yes,Yes,No,Yes,Electronic Check,62.0,117.47,WGU
H682725,Yes,No,Male,No,Month-to-month,None,Yes,No,No,Yes,No,Yes,No,No,No,Mailed Check,67.0,114.98,WGU
W564094,Yes,No,Female,No,Month-to-month,DSL,Yes,No,No,Yes,Yes,No,No,No,No,Mailed Check,68.0,127.47,WGU
L145038,Yes,No,Female,No,Two year,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Automatic,69.0,192.49,WGU
N709490,No,No,Male,No,One year,Fiber Optic,Yes,No,No,Yes,No,Yes,Yes,No,No,Electronic Check,48.0,172.44,WGU
Q100782,Yes,No,Female,No,One year,Fiber Optic,Yes,Yes,No,Yes,No,No,Yes,No,Yes,Automatic,48.0,192.44,WGU
F100864,Yes,Yes,Male,Yes,One year,DSL,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Automatic,45.0,257.65,WGU
L447145,Yes,No,Female,No,Month-to-month,Fiber Optic,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Mailed Check,58.0,169.99,WGU
V226473,No,Yes,Female,No,Two year,Fiber Optic,Yes,No,No,Yes,No,Yes,Yes,No,Yes,Automatic,70.0,172.44,WGU
O821312,Yes,No,Female,No,One year,Fiber Optic,Yes,Yes,No,No,Yes,Yes,Yes,No,No,Automatic,38.0,194.98,WGU
K511596,Yes,No,Female,No,Two year,DSL,Yes,No,No,Yes,No,Yes,Yes,No,Yes,Automatic,67.0,152.44,WGU
B674121,No,No,Male,No,Month-to-month,Fiber Optic,Yes,Yes,No,Yes,Yes,No,No,No,Yes,Automatic,55.0,179.98,WGU
N215533,Yes,Yes,Male,Yes,Month-to-month,DSL,No,No,No,Yes,No,No,Yes,Yes,Yes,Mailed Check,66.0,210.11,WGU
Y751369,Yes,No,Female,No,Month-to-month,DSL,No,No,No,Yes,No,Yes,Yes,No,Yes,Electronic Check,64.0,152.44,WGU
T817900,No,Yes,Male,No,Month-to-month,Fiber Optic,Yes,No,No,Yes,No,Yes,Yes,No,Yes,Automatic,65.0,172.44,WGU
N517426,Yes,No,Male,No,One year,None,Yes,Yes,Yes,No,Yes,No,No,No,No,Automatic,40.0,127.52,WGU
G374414,Yes,No,Male,No,Two year,Fiber Optic,Yes,No,Yes,No,Yes,No,Yes,No,Yes,Automatic,62.0,152.48,WGU
W513562,Yes,No,Male,No,One year,DSL,Yes,No,Yes,Yes,No,Yes,No,No,Yes,Electronic Check,72.0,129.98,WGU
Z826011,Yes,Yes,Female,No,One year,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Automatic,71.0,192.49,WGU
H107535,Yes,No,Female,Yes,Month-to-month,DSL,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Mailed Check,65.0,255.12,WGU
W221502,Yes,No,Female,No,One year,DSL,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Mailed Check,51.0,129.99,WGU
H652696,Yes,No,Female,No,Month-to-month,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Automatic,61.0,229.99,WGU
Q597296,No,No,Male,No,Month-to-month,DSL,Yes,No,No,Yes,No,No,No,No,Yes,Automatic,61.0,114.95,WGU
Q903534,Yes,No,Female,No,Month-to-month,Fiber Optic,Yes,Yes,No,Yes,No,No,Yes,No,No,Automatic,65.0,192.44,WGU
M643197,Yes,No,Male,No,Month-to-month,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Automatic,67.0,217.47,WGU
N11561,Yes,Yes,Male,No,Month-to-month,Fiber Optic,Yes,No,Yes,Yes,No,No,No,No,Yes,Automatic,72.0,137.47,WGU
V859534,Yes,No,Male,No,Two year,DSL,Yes,Yes,No,No,No,No,Yes,No,No,Automatic,37.0,149.94,WGU
Z761158,No,No,Male,Yes,Month-to-month,Fiber Optic,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Automatic,47.0,220.12,WGU
X592304,Yes,No,Female,No,One year,Fiber Optic,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Mailed Check,66.0,204.96,WGU
Q404599,Yes,Yes,Female,No,Month-to-month,Fiber Optic,Yes,No,No,Yes,Yes,Yes,No,No,Yes,Automatic,57.0,159.98,WGU
C627306,No,No,Female,No,Month-to-month,DSL,Yes,Yes,No,No,No,Yes,No,Yes,No,Automatic,45.0,172.46,WGU
S91616,Yes,No,Male,No,Month-to-month,DSL,Yes,No,No,No,Yes,Yes,No,No,Yes,Electronic Check,70.0,117.49,WGU
B340121,No,No,Male,No,Month-to-month,DSL,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Electronic Check,59.0,140.0,WGU
Y50346,Yes,No,Female,No,Month-to-month,Fiber Optic,Yes,Yes,No,No,No,No,No,No,No,Automatic,63.0,144.96,WGU
B950331,Yes,No,Female,No,Two year,Fiber Optic,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Automatic,64.0,184.97,WGU
Q505376,Yes,No,Male,No,Two year,DSL,Yes,No,No,No,Yes,No,Yes,No,Yes,Automatic,47.0,129.96,WGU
V927165,Yes,No,Female,Yes,Month-to-month,DSL,Yes,Yes,No,No,No,Yes,No,Yes,No,Mailed Check,41.0,172.46,WGU
J902839,No,No,Male,No,One year,Fiber Optic,Yes,Yes,No,Yes,No,No,No,No,Yes,Mailed Check,56.0,167.46,WGU
I729264,Yes,No,Female,No,Two year,Fiber Optic,Yes,No,Yes,No,Yes,No,Yes,No,No,Automatic,69.0,152.48,WGU
J278669,Yes,No,Male,No,Month-to-month,Fiber Optic,Yes,Yes,No,No,Yes,No,Yes,No,No,Automatic,67.0,182.47,WGU
I738876,Yes,No,Male,No,Month-to-month,Fiber Optic,Yes,No,Yes,No,No,Yes,No,No,No,Automatic,67.0,127.48,WGU
Y61316,No,Yes,Male,No,Month-to-month,None,Yes,No,Yes,Yes,No,No,No,Yes,Yes,Electronic Check,56.0,139.98,WGU
Y537252,Yes,No,Female,No,Month-to-month,DSL,Yes,Yes,No,No,Yes,Yes,Yes,No,No,Automatic,62.0,174.98,WGU
R997294,Yes,No,Female,Yes,Month-to-month,DSL,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Electronic Check,61.0,242.61,WGU
Z94519,Yes,No,Female,No,Month-to-month,DSL,Yes,No,Yes,Yes,Yes,No,No,No,No,Automatic,51.0,129.99,WGU
Y300277,No,No,Male,No,Month-to-month,Fiber Optic,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Mailed Check,72.0,174.96,WGU
J454052,No,No,Female,No,Month-to-month,DSL,Yes,No,Yes,Yes,No,Yes,Yes,No,No,Automatic,71.0,154.96,WGU
G779745,Yes,No,Male,No,One year,DSL,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Automatic,40.0,202.65,WGU
W929433,Yes,No,Female,No,One year,None,Yes,No,Yes,No,Yes,Yes,No,No,Yes,Automatic,56.0,107.53,WGU
I74544,Yes,Yes,Female,No,Month-to-month,Fiber Optic,Yes,No,Yes,No,Yes,No,No,No,Yes,Electronic Check,68.0,127.5,WGU
B758777,No,Yes,Female,No,Month-to-month,DSL,Yes,Yes,No,Yes,Yes,No,No,No,No,Mailed Check,48.0,159.98,WGU
W959493,Yes,Yes,Male,No,Month-to-month,Fiber Optic,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,Electronic Check,69.0,184.96,WGU
O111039,Yes,Yes,Female,No,Month-to-month,DSL,Yes,No,No,No,No,No,No,No,No,Electronic Check,65.0,92.46,WGU
S138135,No,No,Female,No,Two year,Fiber Optic,Yes,No,No,Yes,No,No,Yes,No,Yes,Automatic,57.0,159.93,WGU
R911770,Yes,No,Male,No,Month-to-month,DSL,Yes,No,Yes,No,No,Yes,Yes,No,No,Electronic Check,58.0,132.47,WGU
V412856,No,No,Male,No,Month-to-month,DSL,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Electronic Check,70.0,129.99,WGU
Z982061,No,No,Male,No,Month-to-month,None,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Electronic Check,66.0,137.5,WGU
Z988959,Yes,Yes,Male,Yes,Month-to-month,DSL,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Mailed Check,40.0,267.64,WGU
C595028,No,No,Female,No,Month-to-month,DSL,Yes,No,No,No,No,No,No,No,No,Automatic,71.0,92.46,WGU
F07265,Yes,No,Female,No,Two year,Fiber Optic,No,No,No,No,Yes,Yes,No,No,No,Automatic,52.0,137.49,WGU
V620517,No,No,Male,No,One year,DSL,Yes,No,No,Yes,No,No,Yes,Yes,No,Electronic Check,66.0,210.11,WGU
L318986,Yes,No,Female,No,Two year,DSL,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Automatic,44.0,209.99,WGU
Y678617,Yes,No,Male,Yes,Month-to-month,Fiber Optic,No,Yes,No,Yes,Yes,No,Yes,Yes,No,Electronic Check,42.0,275.13,WGU
E917228,No,No,Male,No,Two year,None,Yes,No,No,Yes,No,No,No,No,Yes,Automatic,70.0,102.47,WGU
M43368,Yes,No,Female,No,Month-to-month,DSL,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Automatic,65.0,225.13,WGU
G920737,No,No,Female,No,Month-to-month,DSL,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Mailed Check,61.0,194.97,WGU
R512349,Yes,No,Male,Yes,Month-to-month,DSL,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Electronic Check,61.0,257.65,WGU
E990510,No,Yes,Male,No,Month-to-month,Fiber Optic,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Electronic Check,66.0,194.97,WGU
U11876,Yes,No,Male,No,Month-to-month,None,No,No,No,No,No,No,Yes,No,No,Mailed Check,62.0,104.96,WGU
V417569,Yes,No,Female,No,One year,DSL,Yes,No,No,No,Yes,No,No,Yes,Yes,Automatic,53.0,139.96,WGU
X280758,Yes,No,Female,No,One year,Fiber Optic,Yes,No,No,Yes,No,No,Yes,Yes,No,Automatic,60.0,230.11,WGU
J908328,No,No,Male,No,One year,Fiber Optic,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,Electronic Check,54.0,184.96,WGU
H797612,Yes,No,Female,No,One year,Fiber Optic,Yes,No,No,No,Yes,Yes,No,No,No,Automatic,65.0,137.49,WGU
Q551674,Yes,Yes,Female,No,Month-to-month,DSL,Yes,Yes,No,Yes,No,No,Yes,Yes,No,Automatic,53.0,242.61,WGU
I01524,Yes,No,Female,No,Month-to-month,DSL,Yes,No,No,No,No,No,No,No,No,Electronic Check,61.0,92.46,WGU
G415738,Yes,Yes,Nonbinary,No,Month-to-month,None,No,Yes,Yes,No,No,Yes,No,No,No,Mailed Check,58.0,127.51,WGU
B617350,Yes,No,Female,No,Month-to-month,DSL,Yes,No,No,No,No,No,No,Yes,Yes,Automatic,57.0,127.44,WGU
T181607,No,No,Female,No,One year,DSL,Yes,No,Yes,No,No,No,No,Yes,No,Mailed Check,70.0,129.96,WGU
V977169,No,No,Female,No,One year,Fiber Optic,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Automatic,53.0,194.96,WGU
F897077,Yes,No,Female,No,Two year,Fiber Optic,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Automatic,58.0,192.46,WGU
R796813,Yes,Yes,Female,No,One year,DSL,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Electronic Check,55.0,200.12,WGU
V630546,Yes,No,Nonbinary,No,Month-to-month,Fiber Optic,Yes,Yes,No,Yes,No,No,Yes,No,Yes,Electronic Check,71.0,192.44,WGU
A818327,No,No,Female,No,Month-to-month,Fiber Optic,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Automatic,58.0,160.0,WGU
S212602,Yes,Yes,Female,No,Two year,DSL,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Electronic Check,68.0,142.45,WGU
S635582,Yes,No,Female,No,Month-to-month,Fiber Optic,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Mailed Check,45.0,169.97,WGU
T977331,Yes,No,Female,No,Month-to-month,Fiber Optic,No,No,No,No,Yes,No,Yes,No,Yes,Electronic Check,56.0,149.96,WGU
X499025,No,No,Female,No,Month-to-month,DSL,Yes,No,Yes,No,Yes,No,No,No,Yes,Automatic,47.0,107.5,WGU
S233298,Yes,Yes,Female,No,Two year,Fiber Optic,No,No,Yes,No,No,No,No,No,Yes,Automatic,68.0,114.97,WGU
G799664,Yes,No,Female,No,Two year,DSL,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Electronic Check,70.0,212.62,WGU
C523628,Yes,No,Male,No,One year,None,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Mailed Check,69.0,177.65,WGU
G428791,Yes,Yes,Female,No,Month-to-month,None,Yes,No,No,Yes,No,Yes,No,No,Yes,Electronic Check,59.0,114.98,WGU
A899075,Yes,No,Male,No,Month-to-month,None,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Automatic,58.0,232.67,WGU
R49403,Yes,Yes,Male,No,Month-to-month,None,Yes,No,No,No,No,No,No,No,Yes,Mailed Check,53.0,79.98,WGU
K622900,Yes,No,Female,No,Month-to-month,None,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Automatic,70.0,149.98,WGU
N277250,No,No,Male,No,One year,DSL,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Automatic,60.0,215.16,WGU
Y214211,Yes,No,Female,No,Month-to-month,DSL,No,Yes,No,No,No,No,No,No,Yes,Electronic Check,66.0,124.96,WGU
M453355,Yes,No,Female,No,Two year,None,Yes,Yes,No,No,No,Yes,Yes,No,Yes,Mailed Check,55.0,149.98,WGU
K780224,Yes,No,Male,No,Two year,None,Yes,No,No,Yes,No,Yes,No,No,Yes,Mailed Check,57.0,114.98,WGU
K331212,Yes,No,Male,No,Month-to-month,DSL,Yes,No,No,Yes,No,No,No,No,Yes,Automatic,57.0,114.95,WGU
N894031,Yes,No,Female,No,One year,DSL,Yes,Yes,No,No,No,Yes,Yes,No,Yes,Electronic Check,47.0,162.45,WGU
T588904,Yes,No,Female,No,Month-to-month,None,Yes,No,No,No,No,No,Yes,No,Yes,Automatic,55.0,104.96,WGU
I257218,Yes,No,Female,No,Two year,DSL,No,Yes,No,No,Yes,Yes,No,No,No,Electronic Check,66.0,149.99,WGU
N122384,Yes,No,Female,No,One year,None,Yes,Yes,No,No,No,No,Yes,No,No,Automatic,70.0,137.47,WGU
M212948,Yes,No,Male,No,Two year,None,No,No,No,Yes,No,Yes,No,Yes,Yes,Electronic Check,40.0,149.97,WGU
S571014,No,No,Female,No,One year,Fiber Optic,Yes,Yes,No,No,No,Yes,No,No,Yes,Electronic Check,55.0,157.47,WGU
G932654,No,No,Male,No,Month-to-month,Fiber Optic,Yes,No,No,Yes,No,No,No,No,No,Electronic Check,56.0,134.95,WGU
G470750,Yes,No,Female,Yes,Month-to-month,DSL,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Electronic Check,62.0,212.62,WGU
T568788,Yes,No,Male,No,Month-to-month,DSL,No,Yes,Yes,No,No,No,No,Yes,Yes,Electronic Check,70.0,162.47,WGU
S44484,Yes,No,Male,No,Month-to-month,Fiber Optic,Yes,No,Yes,No,No,No,No,No,Yes,Automatic,70.0,114.97,WGU
Z891443,Yes,No,Male,No,One year,Fiber Optic,Yes,No,No,Yes,Yes,Yes,No,Yes,No,Automatic,53.0,194.97,WGU
L850408,Yes,No,Male,No,One year,Fiber Optic,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Automatic,67.0,277.65,WGU
C363428,Yes,No,Female,No,One year,DSL,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Electronic Check,57.0,182.44,WGU
V649705,Yes,No,Male,No,Month-to-month,Fiber Optic,Yes,No,Yes,Yes,No,No,No,Yes,Yes,Automatic,47.0,172.46,WGU
C326211,Yes,No,Male,No,Month-to-month,Fiber Optic,Yes,No,No,Yes,No,No,Yes,No,Yes,Mailed Check,61.0,159.93,WGU
E558257,Yes,No,Male,No,Month-to-month,Fiber Optic,Yes,No,No,Yes,No,No,No,No,Yes,Automatic,68.0,134.95,WGU
N347475,Yes,No,Male,No,Two year,DSL,Yes,No,Yes,No,Yes,No,Yes,No,No,Automatic,69.0,132.48,WGU
R00006,Yes,Yes,Male,No,Month-to-month,None,No,Yes,No,No,No,No,No,No,Yes,Electronic Check,66.0,112.48,WGU
Q121262,No,Yes,Male,No,Month-to-month,DSL,Yes,No,No,No,No,No,Yes,No,No,Electronic Check,50.0,117.44,WGU
A627705,Yes,No,Female,No,Two year,None,Yes,Yes,No,No,No,Yes,Yes,No,Yes,Automatic,63.0,149.98,WGU
F801032,Yes,No,Male,No,Month-to-month,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Mailed Check,62.0,227.48,WGU
N198289,Yes,Yes,Female,Yes,Month-to-month,DSL,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Mailed Check,45.0,222.61,WGU
Q883651,Yes,No,Female,No,Month-to-month,DSL,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Electronic Check,69.0,200.12,WGU
N171571,Yes,No,Male,No,Two year,Fiber Optic,Yes,No,Yes,Yes,No,No,No,Yes,Yes,Electronic Check,63.0,172.46,WGU
S473501,Yes,No,Female,No,Two year,Fiber Optic,Yes,No,No,Yes,No,No,No,No,No,Automatic,59.0,134.95,WGU
T288621,Yes,No,Male,No,Month-to-month,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Mailed Check,65.0,197.49,WGU
L34147,No,No,Female,No,Two year,Fiber Optic,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Automatic,67.0,182.48,WGU
I768093,Yes,No,Female,No,One year,None,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Automatic,58.0,230.13,WGU
S689844,No,No,Female,No,Month-to-month,Fiber Optic,Yes,No,No,No,Yes,No,Yes,No,No,Mailed Check,63.0,149.96,WGU
P625495,No,Yes,Female,No,One year,Fiber Optic,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Electronic Check,68.0,232.64,WGU
H374449,No,No,Male,No,One year,None,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Mailed Check,65.0,202.68,WGU
M244216,Yes,No,Male,No,Month-to-month,None,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Electronic Check,48.0,222.67,WGU
I273757,Yes,Yes,Male,Yes,Month-to-month,Fiber Optic,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Electronic Check,51.0,275.13,WGU
F327575,Yes,No,Male,No,Month-to-month,None,Yes,No,No,No,No,No,No,Yes,No,Electronic Check,57.0,114.97,WGU
T871397,No,No,Male,No,Month-to-month,Fiber Optic,Yes,No,No,Yes,Yes,No,Yes,No,No,Automatic,72.0,172.46,WGU
W469499,Yes,No,Male,No,Two year,None,Yes,No,No,No,Yes,Yes,No,No,No,Mailed Check,64.0,105.01,WGU
B344400,Yes,Yes,Female,No,Month-to-month,DSL,Yes,No,Yes,No,No,Yes,No,No,Yes,Electronic Check,49.0,107.48,WGU
K175104,Yes,Yes,Male,No,Month-to-month,DSL,Yes,Yes,No,No,No,No,No,No,No,Automatic,48.0,124.96,WGU
J288735,Yes,No,Male,Yes,Month-to-month,None,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Automatic,36.0,242.66,WGU
H329436,Yes,Yes,Male,No,Month-to-month,DSL,Yes,No,No,No,Yes,No,No,No,Yes,Automatic,67.0,104.98,WGU
Z772310,Yes,No,Male,No,One year,Fiber Optic,Yes,Yes,No,Yes,No,No,Yes,No,Yes,Automatic,62.0,192.44,WGU
F861254,Yes,No,Female,No,Month-to-month,DSL,Yes,No,Yes,No,No,Yes,No,Yes,No,Automatic,62.0,142.47,WGU
L218614,Yes,No,Male,No,Month-to-month,Fiber Optic,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Automatic,67.0,245.15,WGU
T110013,Yes,Yes,Male,No,Month-to-month,DSL,Yes,Yes,No,No,No,No,No,No,Yes,Electronic Check,58.0,124.96,WGU
O230131,Yes,No,Male,Yes,Month-to-month,DSL,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Automatic,59.0,245.15,WGU
G934557,Yes,No,Male,No,Month-to-month,Fiber Optic,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Mailed Check,72.0,182.45,WGU
R294804,No,Yes,Female,No,Two year,Fiber Optic,Yes,No,Yes,No,Yes,No,No,Yes,No,Mailed Check,44.0,162.48,WGU
J470984,No,No,Female,No,Two year,DSL,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Automatic,71.0,242.61,WGU
N267712,Yes,No,Male,No,One year,Fiber Optic,Yes,No,No,Yes,Yes,No,Yes,No,Yes,Automatic,64.0,172.46,WGU
Z22587,Yes,No,Female,No,Two year,DSL,No,No,Yes,No,No,No,No,No,No,Electronic Check,59.0,94.97,WGU
J951737,Yes,No,Female,No,Month-to-month,DSL,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Automatic,71.0,172.47,WGU
R524267,Yes,No,Female,No,Month-to-month,Fiber Optic,No,No,Yes,No,No,No,No,No,No,Electronic Check,56.0,114.97,WGU
X768141,No,No,Male,No,Two year,Fiber Optic,Yes,Yes,Yes,No,No,No,Yes,No,Yes,Automatic,69.0,172.46,WGU
W367931,Yes,No,Male,No,One year,None,Yes,No,Yes,No,No,No,No,No,No,Automatic,65.0,82.5,WGU
K368362,Yes,No,Male,No,Month-to-month,Fiber Optic,Yes,Yes,No,No,No,Yes,No,No,Yes,Automatic,63.0,157.47,WGU
T288868,No,Yes,Male,Yes,Month-to-month,DSL,Yes,Yes,No,No,No,No,Yes,Yes,No,Mailed Check,65.0,220.11,WGU
P05841,No,No,Female,No,Month-to-month,Fiber Optic,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Mailed Check,54.0,255.14,WGU
E237684,Yes,No,Male,No,Month-to-month,DSL,Yes,Yes,Yes,No,No,No,No,Yes,No,Electronic Check,62.0,162.47,WGU
H339301,Yes,No,Male,No,Month-to-month,DSL,Yes,Yes,Yes,No,No,No,No,No,No,Electronic Check,63.0,127.48,WGU
M260956,No,Yes,Nonbinary,No,Month-to-month,Fiber Optic,No,Yes,No,No,Yes,Yes,Yes,No,No,Automatic,61.0,194.98,WGU
U774556,Yes,Yes,Female,Yes,Month-to-month,Fiber Optic,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Automatic,49.0,265.15,WGU
